[run number],energia_inicial,lixo_normal,nAssassinos,energ_alimento,alimento,limiteResiduos,nComiloes,assassinos?,lixo_toxico,mostrarCargaDeposito?,nLimpadores,mostra_energia?,n_depositos,mostra_carga?,[step],count turtles
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,364,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,365,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,366,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,367,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,368,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,369,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,370,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,371,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,372,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,373,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,374,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,375,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,376,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,377,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,378,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,379,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,380,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,381,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,382,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,383,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,384,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,385,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,386,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,387,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,388,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,389,1
1,100,8,8,40,15,7,26,false,5,false,30,true,3,true,390,1
